name,descprition,uid,approved,variantDescription,size,colorCode,colorCodeName,codeFilterColor,codeFilterColorName,restricted,saleableOnStock,maxOrderQuantity,ean,gender,security,new
clothing,Clothing,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
