productType,name,description,categories,tax,slug,variantId,code basis,sku,,prices,uid,approved,size,colorCode,colorCodeName,codeFilterColor,codeFilterColorName,restricted,saleableOnStock,maxOrderQuantity,ean,gender,highlighted,new,piecesSold
clothing,Combo T-Shirt,"<p>Schlicht aber unschlagbar sportlich und schick präsentiert sich das Infiniti Red Bull Racing Combo T-Shirt. Der raffinierte Materialmix sorgt für Highlights und Tragekomfort, während Infinit Red Bull Racing Logo und Stempel sowie Gives You Wings Nackenband optische Akzente setzen.<br/ >
 &nbsp;<br/ >
<b>Material: </b> 100% Baumwolle<br/ >
 &nbsp;<br/ >
&bull; Infiniti Red Bull Racing Shirt für Männer<br/ >
&bull; Raffinierter Materialmix<br/ >
&bull; Infiniti Red Bull Racing Logo auf der linken Brust<br/ >
&bull; Premium Inside Label<br/ >
&bull; Gives You Wings Nackenband<br/ >
&bull; Infiniti Red Bull Racing Logostempel auf der Rückseite</p>",rbr-collection-lifestyle-2014-men|rbr-men-t-shirts,full-tax,combo-t-shirt,1,RBR14004,M-112241,3995,EUR 39950,M-112241,YES,S,13,navy,1,,NO,YES,10, ,unisex,,NO,0
,Combo T-Shirt,"<p>Schlicht aber unschlagbar sportlich und schick präsentiert sich das Infiniti Red Bull Racing Combo T-Shirt. Der raffinierte Materialmix sorgt für Highlights und Tragekomfort, während Infinit Red Bull Racing Logo und Stempel sowie Gives You Wings Nackenband optische Akzente setzen.<br/ >
 &nbsp;<br/ >
<b>Material: </b> 100% Baumwolle<br/ >
 &nbsp;<br/ >
&bull; Infiniti Red Bull Racing Shirt für Männer<br/ >
&bull; Raffinierter Materialmix<br/ >
&bull; Infiniti Red Bull Racing Logo auf der linken Brust<br/ >
&bull; Premium Inside Label<br/ >
&bull; Gives You Wings Nackenband<br/ >
&bull; Infiniti Red Bull Racing Logostempel auf der Rückseite</p>",rbr-collection-lifestyle-2014-men|rbr-men-t-shirts,full-tax,combo-t-shirt,2,RBR14004,M-112242,3995,EUR 39950,M-112242,YES,M,13,navy,1,,NO,YES,10, ,unisex,,NO,0
,Combo T-Shirt,"<p>Schlicht aber unschlagbar sportlich und schick präsentiert sich das Infiniti Red Bull Racing Combo T-Shirt. Der raffinierte Materialmix sorgt für Highlights und Tragekomfort, während Infinit Red Bull Racing Logo und Stempel sowie Gives You Wings Nackenband optische Akzente setzen.<br/ >
 &nbsp;<br/ >
<b>Material: </b> 100% Baumwolle<br/ >
 &nbsp;<br/ >
&bull; Infiniti Red Bull Racing Shirt für Männer<br/ >
&bull; Raffinierter Materialmix<br/ >
&bull; Infiniti Red Bull Racing Logo auf der linken Brust<br/ >
&bull; Premium Inside Label<br/ >
&bull; Gives You Wings Nackenband<br/ >
&bull; Infiniti Red Bull Racing Logostempel auf der Rückseite</p>",rbr-collection-lifestyle-2014-men|rbr-men-t-shirts,full-tax,combo-t-shirt,3,RBR14004,M-112243,3995,EUR 39950,M-112243,YES,L,13,navy,1,,NO,YES,10, ,unisex,,NO,0
,Combo T-Shirt,"<p>Schlicht aber unschlagbar sportlich und schick präsentiert sich das Infiniti Red Bull Racing Combo T-Shirt. Der raffinierte Materialmix sorgt für Highlights und Tragekomfort, während Infinit Red Bull Racing Logo und Stempel sowie Gives You Wings Nackenband optische Akzente setzen.<br/ >
 &nbsp;<br/ >
<b>Material: </b> 100% Baumwolle<br/ >
 &nbsp;<br/ >
&bull; Infiniti Red Bull Racing Shirt für Männer<br/ >
&bull; Raffinierter Materialmix<br/ >
&bull; Infiniti Red Bull Racing Logo auf der linken Brust<br/ >
&bull; Premium Inside Label<br/ >
&bull; Gives You Wings Nackenband<br/ >
&bull; Infiniti Red Bull Racing Logostempel auf der Rückseite</p>",rbr-collection-lifestyle-2014-men|rbr-men-t-shirts,full-tax,combo-t-shirt,4,RBR14004,M-112244,3995,EUR 39950,M-112244,YES,XL,13,navy,1,,NO,YES,10, ,unisex,,NO,0
,Combo T-Shirt,"<p>Schlicht aber unschlagbar sportlich und schick präsentiert sich das Infiniti Red Bull Racing Combo T-Shirt. Der raffinierte Materialmix sorgt für Highlights und Tragekomfort, während Infinit Red Bull Racing Logo und Stempel sowie Gives You Wings Nackenband optische Akzente setzen.<br/ >
 &nbsp;<br/ >
<b>Material: </b> 100% Baumwolle<br/ >
 &nbsp;<br/ >
&bull; Infiniti Red Bull Racing Shirt für Männer<br/ >
&bull; Raffinierter Materialmix<br/ >
&bull; Infiniti Red Bull Racing Logo auf der linken Brust<br/ >
&bull; Premium Inside Label<br/ >
&bull; Gives You Wings Nackenband<br/ >
&bull; Infiniti Red Bull Racing Logostempel auf der Rückseite</p>",rbr-collection-lifestyle-2014-men|rbr-men-t-shirts,full-tax,combo-t-shirt,5,RBR14004,M-112245,3995,EUR 39950,M-112245,YES,XXL,13,navy,1,,NO,YES,10, ,unisex,,NO,0
clothing,Bullen Schal,"<p>Der gestreifte RB Leipzig Fanschal ist ein absolutes Must-Have f&uuml;r eingefleischte Fans. Um den Hals, in der Hand, an der Wand oder unter dem Weihnachtsbaum &ndash; der Bullenschal macht sich &uuml;berall gut!</p>
<p>Material: 100 % Polyacryl</p>
<p>&nbsp;</p>
<p>&bull; Gestreifter RB Leipzig Schal</p>
<p>&bull; Gro&szlig;e &bdquo;Rote Bullen&ldquo; Aufschrift</p>
<p>&bull; &bdquo;U&ldquo; ersetzt durch RB Leipzig Teamwappen</p>
<p>&bull; Beide Seiten identisch</p>",rbl-accessories-scarfes,full-tax,bullen-schal,1,RBL12037,M-109474,1495,EUR 14950,M-109474,YES,,4C,red / white,4,,NO,YES,10, ,unisex,,YES,0
clothing,Bedclothes,"<font size=""1""><p>RB Leipzig <br />Bettw&auml;sche <br />Kissen: 80x80cm <br />Bettbezug: 135x200cm <br />Farbe: rot/wei&szlig; <br />Material: 100% Baumwolle</p></font>",rbl-accessories-others|rbl-sale,full-tax,bettwaesche,1,RBL10043,M-104903,3995,EUR 39950,M-104903,YES,,4C,red / white,4,,NO,YES,10, ,unisex,,NO,0
clothing,Fleece Blanket,RB Leipzig<br/>Fleece Decke<br/>Farbe: rot/weiss<br/>Größe: 150x200cm<br/>Material: 100% Polyester,rbl-accessories-others|rbl-sale,full-tax,fleecedecke,1,RBL10048,M-104919,2295,EUR 22950,M-104919,YES,,4C,red / white,4,,NO,YES,10, ,unisex,,NO,0
clothing,Where The Trail Ends,"<p>&ldquo;Where The Trail Ends, The Journal&rdquo; ist ein wahres Meisterwerk und beinhaltet die besten g&auml;ngigen Druck- und Designtechniken. Ebenjene kreativen K&ouml;pfe, die schon das preisgekr&ouml;nte Buch &bdquo;The Art of FLIGHT&ldquo; zum Leben erweckten, haben sich nun zu diesem einzigartigen Projekt rund ums Thema Mountain Biking zusammengetan. &ldquo;Where The Trail Ends, The Journal&rdquo; verbindet atemberaubende Fotografie mit Illustrationen und Geschichten von unterwegs und bietet einen herrlichen Einblick in die Entstehung dieses &uuml;berw&auml;ltigenden Films. Jedes Buch wird in einer handgef&auml;rbten Tasche geliefert und beinhaltet einige zus&auml;tzliche &Uuml;berraschungen&hellip; Nur 3000 St&uuml;ck werden produziert und jede Ausgabe enth&auml;lt eine DVD und Blu Ray Disc vom Where the Trail Ends Film.</p>
<p><br />&bull;&nbsp;&nbsp;&nbsp; Orange Leinenschutzh&uuml;lle mit 2 metallic-blauen Pr&auml;gefoliendrucken<br />&bull;&nbsp;&nbsp;&nbsp; Einmalige Drucktechniken<br />&bull;&nbsp;&nbsp;&nbsp; Ma&szlig;geschneiderte Doppeldiskh&uuml;lle<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Media House 3-in-1: DVD, Blu Ray, und Digital Download<br />&bull;&nbsp;&nbsp;&nbsp; Handgef&auml;rbte Tasche<br />&bull;&nbsp;&nbsp;&nbsp; inklusive 35mm Filmstreifen <br />&bull;&nbsp;&nbsp;&nbsp; inclusive original argentinischem Peso<br />&bull;&nbsp;&nbsp;&nbsp; 1 aus 3000 Editionen, handnummeriert<br /><br /></p>",rbm-books,full-tax,where-the-trail-ends-the-journal-3-in-1-set,1,RBM12009,M-110570,8495,EUR 84950,M-110570,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,YES,0
clothing,Red Bull Illume Fotobuch,"<p>Das hochwertige Red Bull Illume 2013 Fotobuch pr&auml;sentiert die besten Bilder rund um den Action- und Adventuresport. In elegantem Design zeigt es die 250 Finalisten aus aller Welt, ihre beeindruckenden Bilder und beleuchtet deren Entstehungsgeschichten. Durch die limitierte Auflage wird das Sammlerst&uuml;ck zum idealen Weihnachtsgeschenk.</p>
<p>&bull; Red Bull Illume 2013 Fotobuch</p>
<p>&bull; Bilder der 250 Finalisten</p>
<p>&bull; Limitierte Auflage von 5000 St&uuml;ck</p>
<p>&bull; Individuelle Pr&auml;gung</p>
<p>Pro verkauftem Buch wird ein Teil der Einnahmen an Wings for Life gespendet und flie&szlig;t ausschlie&szlig;lich in die R&uuml;ckenmarksforschung.</p>",rbm-books,full-tax,red-bull-illume-fotobuch,1,ILL13001,M-112549,4995,EUR 49950,M-112549,YES,,9E,schwarz / sonstige,,,NO,YES,10, ,unisex,,NO,0
clothing,Red Bull Illume Calendar 2014,"<p>Der Red Bull Illume Kalender 2014 präsentiert die außergewöhnlichsten Fotos aus dem Bereich Action- und Adventuresport. In besonderem Format bringt er 12 Bilder der 50 Finalisten, darunter auch das Siegerbild, besonders gut zur Geltung und ist das ideale Weihnachtsgeschenk für Freunde der hochwertigen Fotografie.</p>
 <p>&nbsp;</p>
<p>&bull; Hängekalender im Format 58x39 cm</p>
<p>&bull; 12 außergewöhnliche Bilder rund um Action- und Adventuresport</p>
<p>&bull; Metall-Spiralbindung</p>
<p>&bull; Monatskalendarium</p>",rbm-books,full-tax,red-bull-illume-kalender-2014,1,WFL14025,M-114590,2395,EUR 23950,M-114590,YES,A1,9E,schwarz / sonstige,9,,NO,YES,10, ,unisex,,NO,0
clothing,Athletenkochbuch,"<p>Mit ihren Rekorden schreiben sie Geschichte. Und mit ihren Lieblingsgerichten schreiben sie ein Kochbuch. Dabei werden die Sportler aus der Welt von Red Bull allerdings m&auml;chtig auf die Probe gestellt. Wie sich Lindsey Vonn, Gregor Schlierenzauer und Co. am Herd schlagen, zeigt das Red Bull Athleten Kochbuch in einzigartigen Reportagen direkt aus der Hangar-7 K&uuml;che und eignet sich so ideal, um die Weihnachtszeit noch schmackhafter zu gestalten.</p>
<p>&nbsp;</p>
<p>&bull; Bebildertes Kochbuch</p>
<p>&bull; Lieblingsrezepte von 30 Red Bull Athleten</p>
<p>&bull; Details mit pers&ouml;nlichen Informationen</p>
<p>&bull; Zubereitet im Hangar 7 von den Sportlern und Spitzenkoch Roland Trettl</p>",rbm-books,full-tax,athletenkochbuch,1,RBM13004,M-114401,249,EUR 2490,M-114401,YES,A4,9H,multicolour,9,,NO,YES,10, ,unisex,,NO,0
clothing,Congo - The Grand Inga Project 3in1 DVD,"<p>Produzent: Red Bull Media House<br />Sprache: Englisch<br />Untertitel: Nein<br />Laufzeit: 170 Minuten<br />Bildformat: 16:9<br />Format: PAL<br />Region: Alle Regionen<br />Inhalt: DVD + Blu-ray + Digital Download</p>
<p>Beschreibung:<br /><br /> Doppelbox mit zwei Filmen von Steve Fisher, dem weltber&uuml;hmten Kayaker und Filmemacher:<br /> <br /> <strong><em>Congo:</em></strong>&nbsp;Steve und sein Elite-Expeditionsteam wollen die Ersten sein, die eine Durchfahrt der Inga-Stromschnellen heil &uuml;berstehen. Sie k&auml;mpfen gegen schier un&uuml;berwindliche Hindernisse, schippern durch die komplizierten politischen Untiefen des explosiven Landes und stellen sich ihren eigenen schlimmsten &Auml;ngsten. &laquo;Das ist ein Fluss wie kein anderer, und diese Schnellen waren um einiges schwieriger als erwartet&raquo;, meint Fisher im R&uuml;ckblick auf sechs Meter hohe Brecher, t&ouml;dliche Wirbel und Hydraulik im Basketball-Format. &laquo;Zwar haben wir diese Stromschnellen &uuml;berlebt, doch f&uuml;hlen wir uns darob eher dem&uuml;tig als stolz.&raquo;<br /> <br /> <strong><em>Halo Effect:</em></strong>&nbsp;Wir begleiten Steve und einige der weltbesten Kayaker auf ihrer zweimonatigen Reise nach Island und Norwegen, den Paddel-Mekkas Skandinaviens. Ob sie wohl in arktischen Stromschnellen und Wasserf&auml;llen dem Nimbus namens &laquo;Halo Effect&raquo; auf die Spur kommen?</p>
<p>Product:<br />Die Collectors Edition beinhaltet ""Congo"" in 3 unterschiedlichen Formaten: DVD, BluRay Disc und digital Download in Full HD.<br />Die neue ""3-in-1"" Edition ist eine Premiere in der Welt des Action Sports: Der Kunde kann den Film auf DVD oder BluRay ansehen und erh&auml;lt zus&auml;tzlich die M&ouml;glichkeit, die digitale Version auf seine elektronischen Ger&auml;te zu &uuml;bertragen. So kann ""Congo"" auch unterwegs auf dem Computer, dem Mobiltelefon und jedem anderen elektronischen Ger&auml;t wiedergegeben werden. <br /><br /></p>",rbm-dvd,full-tax,congo-the-grand-inga-project-3in1-dvd,1,RBM12005,M-109433,3295,EUR 32950,M-109433,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,YES,0
clothing,Bending Colours 3in1 DVD,"<p>Produzent: Red Bull Media House<br />Sprache: Englisch<br />Untertitel: Nein<br />Laufzeit: 37 Minuten<br />Bildformat: 16:9<br />Format: PAL<br />Region: Alle Regionen<br />Inhalt: DVD + Blu-Ray Disc + Digital Download</p>
<p>Beschreibung</p>
<p>Mittels neuer Kamera- und Produktionstechniken wirft Bending Colours einen Blick auf das Leben des Surf-Wunders Jordy Smith und zeigt, was ein Film &uuml;bers Surfen wirklich kann. Was passiert, wenn Surf-Actions in abstrakten Splittern von Pers&ouml;nlichstem, Detailf&uuml;lle und Klarheit neu zusammen gef&uuml;gt werden? Dann gibts Bending Colours. Ein perfektes Weihnachtsgeschenk f&uuml;r alle, die wissen wollen, was die Surf-Ikone wirklich auszeichnet.</p>",rbm-dvd,full-tax,bending-colours-3in1-set,1,RBM12008,M-110425,3295,EUR 32950,M-110425,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,YES,0
clothing,Mount St. Elias 3in1 DVD,"<p>Produzent: Red Bull Media House &amp; Planet Watch<br />Sprache: Deutsch, Englisch<br />Untertitel: Deutsch, Englisch, Franz&ouml;sisch, Italienisch, Spanisch, Portugisisch, Schwedisch, Norgewisch, Russisch, Japanisch<br />Laufzeit: 100 Minuten + 95 Minuten Bomusmaterial<br />Bildformat: 16:9<br />Format: NTSC<br />Region: Alle Regionen<br />Inhalt: DVD + Blu-Ray Disc + Digital Download</p>
<p>Beschreibung<br /><br />Mount St. Elias ist ein spektakul&auml;rer Featuredokumentarfilm des Genres Abenteuer/Bergdrama. Drei der weltbesten Skialpinisten, Axel Naglich (AUT), Peter Ressmann (AUT) und Jon Johnston (USA) nehmen die Herausforderung einer Abfahrt auf der l&auml;ngsten, schneebedeckten vertikalen Linie der Welt, am Mount St. Elias &ndash; dem K2 Nordamerikas an. Mit gro&szlig;er essayistischer N&auml;he wird eine Expedition in das Ungewisse dokumentiert, getragen von der steten Herausforderung Natur und dem Kampf gegen die eigene Psyche. Im Mittelpunkt stehen Grenzg&auml;nger, die ihre F&auml;higkeiten am Grat der menschlichen Leistungsgrenze unter Beweis stellen. Am Ort der Handlung live gefilmt, ist es eine wahre und authentische Geschichte, die es versteht zu hinterfragen, warum gerade Berge ein Ort sind, wo t&ouml;dliche Gefahr und h&ouml;chstes Glück eins werden k&ouml;nnen. Im Vordergrund steht ungeschminktes und echtes Erleben. Es scheint, dass erst wenn die Ratio ausgeschaltet wird, der Mensch in bestimmten Situationen erst zu Au&szlig;ergew&ouml;hnlichem f&auml;hig ist.<br /><br />Produkt:<br /><br />Die Collectors Edition beinhaltet ""Mount St. Elias"" in 3 unterschiedlichen Formaten: DVD, BluRay Disc und digital Download in Full HD.<br />Die neue ""3-in-1"" Edition ist eine Premiere in der Welt des Action Sports: Der Kunde kann den Film auf DVD oder BluRay ansehen und erh&auml;lt zus&auml;tzlich die M&ouml;glichkeit, die digitale Version auf seine elektronischen Ger&auml;te zu &uuml;bertragen. So kann ""Mount St. Elias"" auch unterwegs auf dem Computer, dem Mobiltelefon und jedem anderen elektronischen Ger&auml;t wiedergegeben werden.&nbsp;</p>",rbm-dvd,full-tax,mount-st-elias-3in1-set,1,RBM12010,M-110727,3295,EUR 32950,M-110727,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,YES,0
clothing,We - A Collection of Individuals 3in1 DVD,"<p>Produzent: Poor Boyz Productions<br />Sprache: Englisch<br />Untertitel: Nein<br />Laufzeit: 47 Minuten<br />Bildformat: 16:9<br />Format: PAL<br />Region: Alle Regionen<br />Inhalt: DVD + Blu-Ray Disc + Digital Download</p>
<p>Beschreibung</p>
<p>Lange glaubte man, Schifahren sei eine Individualsportart. Doch nichts geht ohne Scouts, Konstrukteure, Transporteure, Sicherheitsleute und viele andere mehr.Eine ganze Saison lang begleitet WE die angesagtesten Schil&auml;ufer rund um den Globus auf ihrer Suche nach ultimativen Pulverabfahrten, kreativit&auml;tsf&ouml;rdernden Parks und Stra&szlig;enz&uuml;gen. Unterwegs werden die Einzelk&auml;mpfer zum WE.</p>",rbm-dvd,full-tax,we-a-collection-of-individuals-3in1-set,1,RBM12006,M-109517,3295,EUR 32950,M-109517,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,YES,0
clothing,Twenty Seconds of Joy DVD,"<p>Produzent: Red Bull &amp; F24 Film<br />Sprache: Englisch, Deutsch, Franz&ouml;sisch, Spanisch (Stereo, Dolby Digital 5.1)<br /> Untertitel: Nein<br /> Laufzeit: 60 Minuten + 68 Minuten Bonusmaterial<br />Bildformat: 16:9<br />Format: PAL<br />Region: Alle Regionen<br />Inhalt: DVD<br /><br /> Beschreibung:<br /> ""Wenn ich auf dem Boden aufschlage, ist es dann aus?"" fragt Karina Holekim. Die Norwegische Athletin hat die letzten f&uuml;nf Jahre ihres Lebens dem wohl gef&auml;hrlichsten Extremsport gewidmet, den es gibt: BASE-Jumping. Da die Sterblichkeitsrate der Extremsportler, die diesen Sport aus&uuml;ben, vergleichsweise hoch ist, werden sie oft missverstanden. ""20 Seconds of Joy"" taucht sowohl in die Vergangenheit als auch in die gegenw&auml;rtige Situation der Athletin ein und setzt sich mit der Psychologie von Leben und Tod auseinander, mit der Konfrontation und &Uuml;berwindung der eigenen &Auml;ngste und dem Eingehen von Risiken. Diese Dokumentation gibt einzigartige Einblicke in ein Leben, in dem die Realit&auml;t fesselnder ist als jede fiktionale Geschichte.</p>",rbm-dvd,full-tax,twenty-seconds-of-joy-dvd,1,RBM11001,M-106106,2495,EUR 24950,M-106106,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,NO,0
clothing,X-Fighters 2010 DVD,"<p>Produzent: Red Bull Media House<br />Sprache: Englisch<br />Untertitel: Nein<br />Laufzeit: 100 Minuten<br /> Bildformat: 16:9<br />Format: NTSC<br />Region: Alle Regionen<br />Inhalt: DVD<br /> <a href=""http://redbullsalzburg.scene7.com/s7/video/flash_video.jsp?movie=Videos%2FRed%20Bull%20X%20Fighters%202010%2Emp4&amp;company=RedBullSalzburg&amp;config=Scene7SharedAssets/eVideo5&amp;locale=de&amp;vw=660&amp;vh=380"" target=""_blank""> <strong></strong></a><br /> Beschreibung:<br /> Die Red Bull X-Fighters World Tour ist die spektakul&auml;rste FMX Tour auf der Welt und in der Saison 2010 gr&ouml;&szlig;er und besser als je zuvor. Rookies mischen sich mit Legenden, um an sechs Austragungsorten ihre neuesten und unglaublichsten Tricks darzubieten. Dieser Film nimmt Sie mit auf eine Reise nach Mexiko, &Auml;gypten, Russland, Spanien, England und schlie&szlig;lich nach Italien, wo das Finale und anschlie&szlig;end die Kr&ouml;nung des Weltmeisters bevorsteht. Mit dabei Nate Adams (USA), Robbie Maddison (AUS), Eigo Sato (JPN), Mat Rebeaud (SUI), Dany Torres (ESP), Levi Sherwood (NZL) und noch vielen weiteren Top Fahrer. Diese DVD ist Ihr VIP Ticket zu den Events und f&uuml;hrt Sie auch hinter die Kulissen. Sie lernen die Fahrer kennen und finden heraus, welche Person sich unter ihrem Helm verbirgt. Sechs Events, drei Kontinente, ein Weltmeister!</p>",rbm-dvd|rxf-dvd|rbm-sale,full-tax,x-fighters-2010-dvd,1,RBM11002,M-106107,1995,EUR 19950,M-106107,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,NO,0
clothing,The Art of Flight - Box,"<p>Produzent: Red Bull Media House<br />Sprache: Englisch<br />Untertitel: Nein<br /> Laufzeit: 80 Minuten + 74 Minuten Bonusmaterial<br />Bildformat: 16:9<br />Format: PAL<br />Region: Region 2<br />Inhalt: DVD, Blu-ray Disc<br /> <a href=""http://redbullsalzburg.scene7.com/s7/video/flash_video.jsp?movie=Videos/The%20Art%20of%20Flight%20Trailer%202.mp4&amp;company=RedBullSalzburg&amp;config=Scene7SharedAssets/eVideo5&amp;locale=de&amp;vw=660&amp;vh=380"" target=""_blank""> <strong></strong></a><br /> Beschreibung:<br /> Es liegt jede Menge Adrenalin in der Luft. In The Art of Flight geht es hoch hinaus: Canada, Alaska und Patagonien sind nur einige der spektakul&auml;ren Destinationen an denen die Geschichte des Snowboardings neu geschrieben wird. Die neun besten Rider der Welt, unter ihnen John Jackson, Mark Landvik, Scotty Lago, Jake Blauvelt, Nicolas Muller und Pat Moore zeigen in unglaublichen Aufnahmen wie man die Gesetze der Schwerkraft aushebelt. Regisseur Curt Morgen begegnet ihren atemberaubenden Rides und Airs mit modernster Filmtechnik. Er folgt ihnen in Schneewelten, die noch nie ein Mensch zuvor betreten hat und entfesselt so einen Bilderrausch, dem man sich nicht entziehen kann. The Art of Flight erkl&auml;rt auf eine noch nie gezeigte Weise die Faszination Snowboarding und beweist, dass Menschen tats&auml;chlich fliegen k&ouml;nnen.</p>",rbm-dvd,full-tax,the-art-of-flight-box-set,1,RBM11018,M-106193,3299,EUR 32990,M-106193,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,NO,0
clothing,X-Fighters DvD 2011,"<p>Produzent: Red Bull Media House<br />Sprache: Englisch<br /> Untertitel: Nein<br /> Laufzeit: 120 Minuten<strong><br /></strong>Bildformat: 16:9<br />Format: NTSC<br />Region: Alle Regionen<br />Inhalt: DVD<strong><span style=""text-decoration: underline;""><br /></span></strong><br /> Beschreibung:<br /> Die Red Bull X-Fighters sind zur&uuml;ck! Mit neuen Fahrern, neuen Locations und jede Menge Tricks. Dieses Jahr k&auml;mpft wieder die Cr&egrave;me de la Cr&egrave;me um den begehrten Titel des Red Bull X-Fighters Champion. Bereits im vergangenen Jahr hat die Tour nicht nur mit ihren sportlichen Leistungen, sondern auch mit ihren tollen Locations f&uuml;r Ma&szlig;st&auml;be in der FMX-Szene gesetzt. Mat Rebeaud, Levi Sherwood und Co. sprangen vor den &auml;gyptischen Pyramiden von Gizeh oder auf dem Roten Platz in Russlands Hauptstadt Moskau. In der Saison 2011 - dem zehnten Jahr des Bestehens der Freestyle Motocross-Serie - will man dem Ganzen noch eins drauf setzen. In insgesamt 6 L&auml;ndern und auf 4 Kontinenten wird die Red Bull X-Fighters World Tour 2011 Station machen. Den Anfang dieser Live-Eventreihe macht Dubai. Danach folgen Brasilien, Rom, Madrid und Warschau. In Sydney schlie&szlig;lich wird der neue Red Bull X-Fighters World Tour Champion 2011 gekr&ouml;nt.</p>",rbm-dvd|rbm-sale|rxf-accessories,full-tax,x-fighters-2011-dvd,1,RBM12001,M-107696,1995,EUR 19950,M-107696,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,NO,0
clothing,Hare Scramble 2011 - DVD,"<p>Produzent: Red Bull Media House<br />Sprache: Englisch, Deutsch<br />Untertitel: Nein<br />Laufzeit: 100 Minuten<br />Bildformat: 16:9<br />Format: NTSC<br />Region: Alle Regionen<br />Inhalt: DVD</p>
<p><a href=""http://redbullsalzburg.scene7.com/s7/video/flash_video.jsp?movie=Videos/Hare%5FScramble%5F2011.mp4&amp;company=RedBullSalzburg&amp;config=Scene7SharedAssets/eVideo5&amp;locale=en&amp;vw=660&amp;vh=380"" target=""_blank""> <strong></strong></a><br /> Beschreibung:<br /> Der ultimative Enduro-Kult! Das unangefochten h&auml;rteste Offroad Single Race der Welt, ein Wochenende voller Steine, Schlamm und Schwei&szlig;. Das seit 1995 allj&auml;hrlich im Juni auf dem steirischen Erzberg veranstaltete Erzbergrodeo ist l&auml;ngst ein Mythos und findet seinen H&ouml;hepunkt im unbarmherzigen Red Bull Hare Scramble. F&uuml;r den Iron Road Prolog auf der Schotterpiste starten zun&auml;chst 1.500 Fahrer, am Sonntag schlie&szlig;lich schinden sich die 500 schnellsten Racer wie im Rausch den eisernen Giganten hinauf &ndash; ein ohrenbet&auml;ubender Kampf vor mehr als 45.000 Besuchern. Aber die steilen Schlammh&auml;nge, ultra-enge Waldst&uuml;cke und extreme Fels-Abschnitte sorgen f&uuml;r Karambolagen und Kapitulationen am Fle&szlig;band. Der Berg fordert seinen Tribut: nicht einmal 30 Biker kommen durch und nach 35 km ans Ziel. Kaum zu glauben: der Pole &bdquo;Iron Taddy&ldquo; Blazusiak siegt das 5. Mal in Folge, vor dem erst 20 j&auml;hrigen Jonny Walker. Wer so viel Dreck fressen muss, dem geb&uuml;hrt der erste Preis: ein St&uuml;ck Eisenerz aus dem gerade bezwungenen Riesen...</p>",rbm-dvd|rbm-sale,full-tax,hare-scramble-2011-dvd,1,RBM12003,M-107702,1995,EUR 19950,M-107702,YES,,"$vhelper.getFacet($item,'color').code",,,,NO,YES,10, ,unisex,,NO,0
