productType,name,description,categories,tax,slug,variantId,code basis,sku,,prices,uid,approved,size,colorCode,colorCodeName,codeFilterColor,codeFilterColorName,restricted,saleableOnStock,maxOrderQuantity,ean,gender,highlighted,new,piecesSold
,Logo Polo,"<p>In diesem schnittigen Red Bull Racing Poloshirt f&uuml;r Kinder macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind personalisierte Knopfleiste, Kn&ouml;pfe und &Auml;rmelabschluss in Kontrastfarbe sowie der dezente Logoprint auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Knopfleiste, Kn&ouml;pfe und &Auml;rmel in Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Logoprint</p>",rbr-kids-t-shirts|rbr-collection-lifestyle-2013-kids,full-tax,logo-polo,2,RBR13026,M-109416,2395,EUR 23950,M-109416,YES,116,13,navy,1,,NO,YES,10, ,kids,,YES,0
,Logo Polo,"<p>In diesem schnittigen Red Bull Racing Poloshirt f&uuml;r Kinder macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind personalisierte Knopfleiste, Kn&ouml;pfe und &Auml;rmelabschluss in Kontrastfarbe sowie der dezente Logoprint auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Knopfleiste, Kn&ouml;pfe und &Auml;rmel in Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Logoprint</p>",rbr-kids-t-shirts|rbr-collection-lifestyle-2013-kids,full-tax,logo-polo,3,RBR13026,M-109417,2395,EUR 23950,M-109417,YES,128,13,navy,1,,NO,YES,10, ,kids,,YES,0
,Logo Polo,"<p>In diesem schnittigen Red Bull Racing Poloshirt f&uuml;r Kinder macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind personalisierte Knopfleiste, Kn&ouml;pfe und &Auml;rmelabschluss in Kontrastfarbe sowie der dezente Logoprint auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Knopfleiste, Kn&ouml;pfe und &Auml;rmel in Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Logoprint</p>",rbr-kids-t-shirts|rbr-collection-lifestyle-2013-kids,full-tax,logo-polo,4,RBR13026,M-109418,2395,EUR 23950,M-109418,YES,140,13,navy,1,,NO,YES,10, ,kids,,YES,0
,Logo Polo,"<p>In diesem schnittigen Red Bull Racing Poloshirt f&uuml;r Kinder macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind personalisierte Knopfleiste, Kn&ouml;pfe und &Auml;rmelabschluss in Kontrastfarbe sowie der dezente Logoprint auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Knopfleiste, Kn&ouml;pfe und &Auml;rmel in Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Logoprint</p>",rbr-kids-t-shirts|rbr-collection-lifestyle-2013-kids,full-tax,logo-polo,5,RBR13026,M-109419,2395,EUR 23950,M-109419,YES,152,13,navy,1,,NO,YES,10, ,kids,,YES,0
,Logo Polo,"<p>In diesem schnittigen Red Bull Racing Poloshirt f&uuml;r Kinder macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind personalisierte Knopfleiste, Kn&ouml;pfe und &Auml;rmelabschluss in Kontrastfarbe sowie der dezente Logoprint auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Knopfleiste, Kn&ouml;pfe und &Auml;rmel in Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Logoprint</p>",rbr-kids-t-shirts|rbr-collection-lifestyle-2013-kids,full-tax,logo-polo,6,RBR13026,M-109420,2395,EUR 23950,M-109420,YES,164,13,navy,1,,NO,YES,10, ,kids,,YES,0
clothing,Competition Tee,<p>Dieses coole Infiniti Red Bull Racing Shirt l&auml;&szlig;t keine W&uuml;nsche der kleinen Fans offen. Neben hochwertiger Qualit&auml;t und Verarbeitung punktet es vor allem mit dem tollen Grafikprint auf der Vorderseite. Das gro&szlig;e Infiniti Red Bull Racing Logo wird perfekt von der Silhouette des neuen RB9 umspielt. Ein absolutes Must-Have f&uuml;r jeden Nachwuchsrennfahrer! Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Infiniti Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Tolle RB9 Grafik</p>,rbr-kids-t-shirts|rbr-collection-lifestyle-2013-kids,full-tax,competition-tee,1,RBR13186,M-110976,1495,EUR 14950,M-110976,YES,116,13,navy,1,,NO,YES,10, ,kids,,YES,0
clothing,Off. Teamline T-Shirt,<p>Das offizielle Infiniti Red Bull Racing Teamline Kinder T-Shirt &uuml;berzeugt durch beste Qualit&auml;t und hochwertige Logoprints und macht jeden Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders raffiniert sind reflektierende Streifen an der Seite. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Infiniti Red Bull Racing Teamline T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; Reflektierenden Seitenstreifen</p>,rbr-kids-t-shirts|rbr-collection-ot-2013-kids,full-tax,official-teamline-t-shirt,1,RBR13135,M-109740,1795,EUR 17950,M-109740,YES,104,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off. Teamline T'Shirt,<p>Das offizielle Infiniti Red Bull Racing Teamline Kinder T-Shirt &uuml;berzeugt durch beste Qualit&auml;t und hochwertige Logoprints und macht jeden Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders raffiniert sind reflektierende Streifen an der Seite. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Infiniti Red Bull Racing Teamline T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; Reflektierenden Seitenstreifen</p>,rbr-kids-t-shirts|rbr-collection-ot-2013-kids,full-tax,official-teamline-t-shirt,2,RBR13135,M-109741,1795,EUR 17950,M-109741,YES,116,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off. Teamline T'Shirt,<p>Das offizielle Infiniti Red Bull Racing Teamline Kinder T-Shirt &uuml;berzeugt durch beste Qualit&auml;t und hochwertige Logoprints und macht jeden Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders raffiniert sind reflektierende Streifen an der Seite. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Infiniti Red Bull Racing Teamline T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; Reflektierenden Seitenstreifen</p>,rbr-kids-t-shirts|rbr-collection-ot-2013-kids,full-tax,official-teamline-t-shirt,3,RBR13135,M-109742,1795,EUR 17950,M-109742,YES,128,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off. Teamline T'Shirt,<p>Das offizielle Infiniti Red Bull Racing Teamline Kinder T-Shirt &uuml;berzeugt durch beste Qualit&auml;t und hochwertige Logoprints und macht jeden Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders raffiniert sind reflektierende Streifen an der Seite. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Infiniti Red Bull Racing Teamline T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; Reflektierenden Seitenstreifen</p>,rbr-kids-t-shirts|rbr-collection-ot-2013-kids,full-tax,official-teamline-t-shirt,4,RBR13135,M-109744,1795,EUR 17950,M-109744,YES,152,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off. Teamline T'Shirt,<p>Das offizielle Infiniti Red Bull Racing Teamline Kinder T-Shirt &uuml;berzeugt durch beste Qualit&auml;t und hochwertige Logoprints und macht jeden Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders raffiniert sind reflektierende Streifen an der Seite. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Infiniti Red Bull Racing Teamline T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; Reflektierenden Seitenstreifen</p>,rbr-kids-t-shirts|rbr-collection-ot-2013-kids,full-tax,official-teamline-t-shirt,5,RBR13135,M-109745,1795,EUR 17950,M-109745,YES,164,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
clothing,Knitted Gloves,Red Bull Salzburg<br/>Strickhandschuhe<br/>Farbe: schwarz mit Logo<br/>Material<br/>- Strick: 100% Polyacryl<br/>- Futter: 100% Polyester,rbs-accessories,full-tax,strickhandschuhe,1,RBS11038,M-106185,995,EUR 9950,M-106185,YES,2,9E,schwarz / sonstige,9,,NO,YES,10, ,kids,,NO,0
clothing,Baby Beanie,Red Bull Salzburg <br />M&uuml;tze mit Aufschlag <br />Farbe: blau / rot <br />Material: 100% Baumwolle / Nicki,rbs-accessories|rbs-sale,full-tax,baby-beanie,1,RBS10033,M-104570,995,EUR 9950,M-104570,YES,92,1C,blau / rot,1,,NO,YES,10, ,kids,,NO,0
clothing,Baby Set,"<p>FC Red Bull Salzburg Winter Baby-Set beinhaltet M&uuml;tze, Schal und Handschuhe. Alles in passenden Farben und mit aufgen&auml;hten FC Red Bull Salzburg Wappen.Einheitsgr&ouml;&szlig;e entspricht Gr. 68</p>
<p>Material: 100% Baumwolle</p>",rbs-accessories,full-tax,baby-set,1,RBS12064,M-108912,2495,EUR 24950,M-108912,YES,86,1H,navy / red,1,,NO,YES,10, ,kids,,YES,0
clothing,RBS Short away  12/14,"<p>Um bei Ausw&auml;rtsspielen zu gl&auml;nzen wie die Kicker von FC Red Bull Salzburg, darf die Away Short der Saison 12/14 bei keinem Fan fehlen.&nbsp; Highlights sind der Red Bull Salzburg Logo Druck vorne und das adidas Logo auf der R&uuml;ckseite. <br />Material: 100% Polyester</p>",rbs-kids-shorts,full-tax,away-short-12-14,1,RBS12017,M-108194,3295,EUR 32950,M-108194,YES,128,6A,gelb / blau,6,,NO,YES,10, ,kids,,NO,0
,RBS Short away  12/14,"<p>Um bei Ausw&auml;rtsspielen zu gl&auml;nzen wie die Kicker von FC Red Bull Salzburg, darf die Away Short der Saison 12/14 bei keinem Fan fehlen.&nbsp; Highlights sind der Red Bull Salzburg Logo Druck vorne und das adidas Logo auf der R&uuml;ckseite. <br />Material: 100% Polyester</p>",rbs-kids-shorts,full-tax,away-short-12-14,2,RBS12017,M-108195,3295,EUR 32950,M-108195,YES,140,6A,gelb / blau,6,,NO,YES,10, ,kids,,NO,0
clothing,Baby Jogger,"<p>Auch der kleinste FC Red Bull Salzburg Fan kann im Licht seiner Lieblingsmannschaft strahlen &ndash; der liebevoll gestaltete Jogger&nbsp; bietet alles, was das Fanherz begehrt: Teamfarben, Teamwappen und Schriftzug. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Jogginganzug f&uuml;r Babys<br />&bull;&nbsp;&nbsp;&nbsp; Kapuze<br />&bull;&nbsp;&nbsp;&nbsp; Weiche B&uuml;ndchenabschl&uuml;sse<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamfarben<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamwappen<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;FC Red Bull Salzburg&ldquo; Aufschrift auf Jacke und Hose<br />&bull;&nbsp;&nbsp;&nbsp; Mit 60 Grad waschbar</p>",rbs-kids-shorts,full-tax,baby-jogger,1,RBS13035,M-112492,2995,EUR 29950,M-112492,YES,80,4E,rot / sonstige,4,,NO,YES,10, ,kids,,NO,0
,Baby Jogger,"<p>Auch der kleinste FC Red Bull Salzburg Fan kann im Licht seiner Lieblingsmannschaft strahlen &ndash; der liebevoll gestaltete Jogger&nbsp; bietet alles, was das Fanherz begehrt: Teamfarben, Teamwappen und Schriftzug. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Jogginganzug f&uuml;r Babys<br />&bull;&nbsp;&nbsp;&nbsp; Kapuze<br />&bull;&nbsp;&nbsp;&nbsp; Weiche B&uuml;ndchenabschl&uuml;sse<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamfarben<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamwappen<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;FC Red Bull Salzburg&ldquo; Aufschrift auf Jacke und Hose<br />&bull;&nbsp;&nbsp;&nbsp; Mit 60 Grad waschbar</p>",rbs-kids-shorts,full-tax,baby-jogger,2,RBS13035,M-112493,2995,EUR 29950,M-112493,YES,86,4E,rot / sonstige,4,,NO,YES,10, ,kids,,NO,0
,Baby Jogger,"<p>Auch der kleinste FC Red Bull Salzburg Fan kann im Licht seiner Lieblingsmannschaft strahlen &ndash; der liebevoll gestaltete Jogger&nbsp; bietet alles, was das Fanherz begehrt: Teamfarben, Teamwappen und Schriftzug. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Jogginganzug f&uuml;r Babys<br />&bull;&nbsp;&nbsp;&nbsp; Kapuze<br />&bull;&nbsp;&nbsp;&nbsp; Weiche B&uuml;ndchenabschl&uuml;sse<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamfarben<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamwappen<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;FC Red Bull Salzburg&ldquo; Aufschrift auf Jacke und Hose<br />&bull;&nbsp;&nbsp;&nbsp; Mit 60 Grad waschbar</p>",rbs-kids-shorts,full-tax,baby-jogger,3,RBS13035,M-112494,2995,EUR 29950,M-112494,YES,92,4E,rot / sonstige,4,,NO,YES,10, ,kids,,NO,0
,Baby Jogger,"<p>Auch der kleinste FC Red Bull Salzburg Fan kann im Licht seiner Lieblingsmannschaft strahlen &ndash; der liebevoll gestaltete Jogger&nbsp; bietet alles, was das Fanherz begehrt: Teamfarben, Teamwappen und Schriftzug. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Jogginganzug f&uuml;r Babys<br />&bull;&nbsp;&nbsp;&nbsp; Kapuze<br />&bull;&nbsp;&nbsp;&nbsp; Weiche B&uuml;ndchenabschl&uuml;sse<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamfarben<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamwappen<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;FC Red Bull Salzburg&ldquo; Aufschrift auf Jacke und Hose<br />&bull;&nbsp;&nbsp;&nbsp; Mit 60 Grad waschbar</p>",rbs-kids-shorts,full-tax,baby-jogger,4,RBS13035,M-112495,2995,EUR 29950,M-112495,YES,98,4E,rot / sonstige,4,,NO,YES,10, ,kids,,NO,0
,Baby Jogger,"<p>Auch der kleinste FC Red Bull Salzburg Fan kann im Licht seiner Lieblingsmannschaft strahlen &ndash; der liebevoll gestaltete Jogger&nbsp; bietet alles, was das Fanherz begehrt: Teamfarben, Teamwappen und Schriftzug. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Jogginganzug f&uuml;r Babys<br />&bull;&nbsp;&nbsp;&nbsp; Kapuze<br />&bull;&nbsp;&nbsp;&nbsp; Weiche B&uuml;ndchenabschl&uuml;sse<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamfarben<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Teamwappen<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;FC Red Bull Salzburg&ldquo; Aufschrift auf Jacke und Hose<br />&bull;&nbsp;&nbsp;&nbsp; Mit 60 Grad waschbar</p>",rbs-kids-shorts,full-tax,baby-jogger,5,RBS13035,M-112496,2995,EUR 29950,M-112496,YES,104,4E,rot / sonstige,4,,NO,YES,10, ,kids,,NO,0
clothing,Short Home 13/15,"<p>Neue Saison, neue Spiele, neues Gl&uuml;ck &ndash; und neue Dressen! Die hochwertigen FC Red Bull Salzburg Home-Short von adidas ist ein absoluter Blickfang. Egal ob solo oder zum passenden Trikot getragen&ndash; die Short der Saison 13/15 ist ein absolutes Must-Have f&uuml;r jeden kleinen Fan der Ausnahmekicker! <br />Material: 100% Polyester<br /><br />&bull;&nbsp;&nbsp;&nbsp; Home-Short 13/15 f&uuml;r Kids<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo vorne<br />&bull;&nbsp;&nbsp;&nbsp; adidas Logo hinten</p>",rbs-trikot-kids|rbs-kids-shorts,full-tax,short-home-13-15,1,RBS13004,M-111100,3295,EUR 32950,M-111100,YES,128,4C,red / white,4,,NO,YES,10, ,kids,,YES,0
,Short Home 13/15,"<p>Neue Saison, neue Spiele, neues Gl&uuml;ck &ndash; und neue Dressen! Die hochwertigen FC Red Bull Salzburg Home-Short von adidas ist ein absoluter Blickfang. Egal ob solo oder zum passenden Trikot getragen&ndash; die Short der Saison 13/15 ist ein absolutes Must-Have f&uuml;r jeden kleinen Fan der Ausnahmekicker! <br />Material: 100% Polyester<br /><br />&bull;&nbsp;&nbsp;&nbsp; Home-Short 13/15 f&uuml;r Kids<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo vorne<br />&bull;&nbsp;&nbsp;&nbsp; adidas Logo hinten</p>",rbs-trikot-kids|rbs-kids-shorts,full-tax,short-home-13-15,2,RBS13004,M-111101,3295,EUR 32950,M-111101,YES,140,4C,red / white,4,,NO,YES,10, ,kids,,YES,0
,Short Home 13/15,"<p>Neue Saison, neue Spiele, neues Gl&uuml;ck &ndash; und neue Dressen! Die hochwertigen FC Red Bull Salzburg Home-Short von adidas ist ein absoluter Blickfang. Egal ob solo oder zum passenden Trikot getragen&ndash; die Short der Saison 13/15 ist ein absolutes Must-Have f&uuml;r jeden kleinen Fan der Ausnahmekicker! <br />Material: 100% Polyester<br /><br />&bull;&nbsp;&nbsp;&nbsp; Home-Short 13/15 f&uuml;r Kids<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo vorne<br />&bull;&nbsp;&nbsp;&nbsp; adidas Logo hinten</p>",rbs-trikot-kids|rbs-kids-shorts,full-tax,short-home-13-15,3,RBS13004,M-111102,3295,EUR 32950,M-111102,YES,152,4C,red / white,4,,NO,YES,10, ,kids,,YES,0
,Short Home 13/15,"<p>Neue Saison, neue Spiele, neues Gl&uuml;ck &ndash; und neue Dressen! Die hochwertigen FC Red Bull Salzburg Home-Short von adidas ist ein absoluter Blickfang. Egal ob solo oder zum passenden Trikot getragen&ndash; die Short der Saison 13/15 ist ein absolutes Must-Have f&uuml;r jeden kleinen Fan der Ausnahmekicker! <br />Material: 100% Polyester<br /><br />&bull;&nbsp;&nbsp;&nbsp; Home-Short 13/15 f&uuml;r Kids<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo vorne<br />&bull;&nbsp;&nbsp;&nbsp; adidas Logo hinten</p>",rbs-trikot-kids|rbs-kids-shorts,full-tax,short-home-13-15,4,RBS13004,M-111103,3295,EUR 32950,M-111103,YES,164,4C,red / white,4,,NO,YES,10, ,kids,,YES,0
,Short Home 13/15,"<p>Neue Saison, neue Spiele, neues Gl&uuml;ck &ndash; und neue Dressen! Die hochwertigen FC Red Bull Salzburg Home-Short von adidas ist ein absoluter Blickfang. Egal ob solo oder zum passenden Trikot getragen&ndash; die Short der Saison 13/15 ist ein absolutes Must-Have f&uuml;r jeden kleinen Fan der Ausnahmekicker! <br />Material: 100% Polyester<br /><br />&bull;&nbsp;&nbsp;&nbsp; Home-Short 13/15 f&uuml;r Kids<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo vorne<br />&bull;&nbsp;&nbsp;&nbsp; adidas Logo hinten</p>",rbs-trikot-kids|rbs-kids-shorts,full-tax,short-home-13-15,5,RBS13004,M-111104,3295,EUR 32950,M-111104,YES,176,4C,red / white,4,,NO,YES,10, ,kids,,YES,0
clothing,Bullidikidz Hoodie,"<p>Dieser tolle Bullidikidz Kapuzenhoodie ist nicht nur angenehm zu tragen, sondern auch au&szlig;erordentlich cool. Mit gro&szlig;em Bullidibummprint auf der R&uuml;ckseite und B&uuml;ndchen sowie Kapuzenfutter in Kontrastfarbe ist er ein absoluter Blickmagnet!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kapuzensweater f&uuml;r Kinder<br />&bull;&nbsp;&nbsp;&nbsp; Kapuzenfutter und B&uuml;ndchen in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Logo auf der linken Brust<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Bullidibummprint am R&uuml;cken</p>",rbs-kids-sweatshirts,full-tax,bullidikidz-hoodie,1,RBS13026,M-112156,3995,EUR 39950,M-112156,YES,104,2C,grey / red,,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Hoodie,"<p>Dieser tolle Bullidikidz Kapuzenhoodie ist nicht nur angenehm zu tragen, sondern auch au&szlig;erordentlich cool. Mit gro&szlig;em Bullidibummprint auf der R&uuml;ckseite und B&uuml;ndchen sowie Kapuzenfutter in Kontrastfarbe ist er ein absoluter Blickmagnet!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kapuzensweater f&uuml;r Kinder<br />&bull;&nbsp;&nbsp;&nbsp; Kapuzenfutter und B&uuml;ndchen in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Logo auf der linken Brust<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Bullidibummprint am R&uuml;cken</p>",rbs-kids-sweatshirts,full-tax,bullidikidz-hoodie,2,RBS13026,M-112157,3995,EUR 39950,M-112157,YES,116,2C,grey / red,,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Hoodie,"<p>Dieser tolle Bullidikidz Kapuzenhoodie ist nicht nur angenehm zu tragen, sondern auch au&szlig;erordentlich cool. Mit gro&szlig;em Bullidibummprint auf der R&uuml;ckseite und B&uuml;ndchen sowie Kapuzenfutter in Kontrastfarbe ist er ein absoluter Blickmagnet!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kapuzensweater f&uuml;r Kinder<br />&bull;&nbsp;&nbsp;&nbsp; Kapuzenfutter und B&uuml;ndchen in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Logo auf der linken Brust<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Bullidibummprint am R&uuml;cken</p>",rbs-kids-sweatshirts,full-tax,bullidikidz-hoodie,3,RBS13026,M-112158,3995,EUR 39950,M-112158,YES,128,2C,grey / red,,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Hoodie,"<p>Dieser tolle Bullidikidz Kapuzenhoodie ist nicht nur angenehm zu tragen, sondern auch au&szlig;erordentlich cool. Mit gro&szlig;em Bullidibummprint auf der R&uuml;ckseite und B&uuml;ndchen sowie Kapuzenfutter in Kontrastfarbe ist er ein absoluter Blickmagnet!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kapuzensweater f&uuml;r Kinder<br />&bull;&nbsp;&nbsp;&nbsp; Kapuzenfutter und B&uuml;ndchen in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Logo auf der linken Brust<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Bullidibummprint am R&uuml;cken</p>",rbs-kids-sweatshirts,full-tax,bullidikidz-hoodie,4,RBS13026,M-112159,3995,EUR 39950,M-112159,YES,140,2C,grey / red,,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Hoodie,"<p>Dieser tolle Bullidikidz Kapuzenhoodie ist nicht nur angenehm zu tragen, sondern auch au&szlig;erordentlich cool. Mit gro&szlig;em Bullidibummprint auf der R&uuml;ckseite und B&uuml;ndchen sowie Kapuzenfutter in Kontrastfarbe ist er ein absoluter Blickmagnet!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kapuzensweater f&uuml;r Kinder<br />&bull;&nbsp;&nbsp;&nbsp; Kapuzenfutter und B&uuml;ndchen in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Logo auf der linken Brust<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Bullidibummprint am R&uuml;cken</p>",rbs-kids-sweatshirts,full-tax,bullidikidz-hoodie,5,RBS13026,M-112161,3995,EUR 39950,M-112161,YES,152,2C,grey / red,,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Hoodie,"<p>Dieser tolle Bullidikidz Kapuzenhoodie ist nicht nur angenehm zu tragen, sondern auch au&szlig;erordentlich cool. Mit gro&szlig;em Bullidibummprint auf der R&uuml;ckseite und B&uuml;ndchen sowie Kapuzenfutter in Kontrastfarbe ist er ein absoluter Blickmagnet!<br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kapuzensweater f&uuml;r Kinder<br />&bull;&nbsp;&nbsp;&nbsp; Kapuzenfutter und B&uuml;ndchen in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Logo auf der linken Brust<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Bullidibummprint am R&uuml;cken</p>",rbs-kids-sweatshirts,full-tax,bullidikidz-hoodie,6,RBS13026,M-112162,3995,EUR 39950,M-112162,YES,164,2C,grey / red,,,NO,YES,10, ,kids,,NO,0
clothing,T-Shirt Bulli, ,rbs-kids-t-shirts,full-tax,t-shirt-bulli,1,RBS12056,M-108799,1995,EUR 19950,M-108799,YES,140,4,red,4,,NO,YES,10, ,kids,,NO,0
